measurement,dbms,index_variant,kind,k,phase,run,lock_hold_ms,statement_ms,commit_ms,affected_rows,probe,wait_ms,remaining_hold_ms,outcome,outcome_detail,departed_before_commit,error
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","100","measured","4","2.433","1.201","1.210","100","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","100","measured","5","2.117","0.993","1.104","100","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","100","measured","6","2.235","1.123","1.090","100","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","100","measured","7","2.440","1.300","1.120","100","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","100","measured","8","2.064","0.913","1.128","100","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","100","measured","9","2.508","1.167","1.324","100","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","1000","warmup","1","19.334","4.543","1.061","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","1000","warmup","2","18.974","4.133","1.270","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","1000","measured","3","19.568","3.896","1.288","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","1000","measured","4","20.881","3.939","1.081","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","1000","measured","5","19.884","3.261","1.406","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","1000","measured","6","20.310","3.969","1.357","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","1000","measured","7","19.704","3.778","1.355","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","1000","measured","8","21.623","3.834","1.473","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","1000","measured","9","18.926","3.211","1.282","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","1000","warmup","1","3.388","2.095","1.282","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","1000","warmup","2","3.343","2.205","1.121","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","1000","measured","3","3.292","2.128","1.153","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","1000","measured","4","3.210","2.051","1.146","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","1000","measured","5","2.985","1.978","0.996","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","1000","measured","6","3.556","2.269","1.271","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","1000","measured","7","3.182","1.934","1.231","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","1000","measured","8","3.081","1.909","1.159","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","1000","measured","9","3.209","2.039","1.152","1000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","10000","warmup","1","131.397","7.412","8.092","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","10000","warmup","2","138.556","8.384","4.756","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","10000","measured","3","132.177","8.227","5.955","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","10000","measured","4","141.331","7.564","4.917","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","10000","measured","5","131.930","9.468","5.144","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","10000","measured","6","140.866","9.340","7.940","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","10000","measured","7","140.926","8.039","9.446","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","10000","measured","8","140.965","8.478","9.234","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UPDATE","10000","measured","9","146.953","8.987","7.836","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","10000","warmup","1","28.637","22.973","5.605","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","10000","warmup","2","24.236","20.491","3.721","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","10000","measured","3","26.157","21.239","4.887","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","10000","measured","4","30.907","23.469","7.407","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","10000","measured","5","24.389","20.112","4.248","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","10000","measured","6","24.448","20.839","3.588","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","10000","measured","7","42.722","30.741","11.947","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","10000","measured","8","26.255","20.529","5.698","10000","","","","","","",""
"lock_hold","PostgreSQL","unindexed","UNCAPTURED","10000","measured","9","25.807","21.037","4.742","10000","","","","","","",""
"probe_baseline","MySQL","indexed","-","1000","measured","1","","","","","update_in_range","1.960","","SUCCESS","","",""
"probe_baseline","MySQL","indexed","-","1000","measured","2","","","","","update_in_range","2.208","","SUCCESS","","",""
"probe_baseline","MySQL","indexed","-","1000","measured","3","","","","","update_in_range","2.127","","SUCCESS","","",""
"probe_baseline","MySQL","indexed","-","1000","measured","1","","","","","update_out_of_range","1.756","","SUCCESS","","",""
"probe_baseline","MySQL","indexed","-","1000","measured","2","","","","","update_out_of_range","2.124","","SUCCESS","","",""
"probe_baseline","MySQL","indexed","-","1000","measured","3","","","","","update_out_of_range","2.373","","SUCCESS","","",""
"probe_baseline","MySQL","indexed","-","1000","measured","1","","","","","insert_in_range","2.462","","SUCCESS","","",""
"probe_baseline","MySQL","indexed","-","1000","measured","2","","","","","insert_in_range","2.068","","SUCCESS","","",""
"probe_baseline","MySQL","indexed","-","1000","measured","3","","","","","insert_in_range","1.731","","SUCCESS","","",""
"concurrent","MySQL","indexed","UPDATE","1000","measured","1","","","","","update_in_range","17.795","16.865","SUCCESS","","true",""
"concurrent","MySQL","indexed","UPDATE","1000","measured","2","","","","","update_in_range","18.386","17.515","SUCCESS","","true",""
"concurrent","MySQL","indexed","UPDATE","1000","measured","3","","","","","update_in_range","37.056","31.007","SUCCESS","","true",""
"concurrent","MySQL","indexed","UPDATE","1000","measured","1","","","","","update_out_of_range","2.243","17.948","SUCCESS","","true",""
"concurrent","MySQL","indexed","UPDATE","1000","measured","2","","","","","update_out_of_range","2.318","18.104","SUCCESS","","true",""
"concurrent","MySQL","indexed","UPDATE","1000","measured","3","","","","","update_out_of_range","4.072","15.960","SUCCESS","","true",""
"concurrent","MySQL","indexed","UPDATE","1000","measured","1","","","","","insert_in_range","24.279","23.224","SUCCESS","","true",""
"concurrent","MySQL","indexed","UPDATE","1000","measured","2","","","","","insert_in_range","19.040","17.914","SUCCESS","","true",""
"concurrent","MySQL","indexed","UPDATE","1000","measured","3","","","","","insert_in_range","22.102","20.707","SUCCESS","","true",""
"concurrent","MySQL","indexed","UNCAPTURED","1000","measured","1","","","","","update_in_range","3.638","2.060","SUCCESS","","true",""
"concurrent","MySQL","indexed","UNCAPTURED","1000","measured","2","","","","","update_in_range","2.558","1.664","SUCCESS","","true",""
"concurrent","MySQL","indexed","UNCAPTURED","1000","measured","3","","","","","update_in_range","3.670","2.462","SUCCESS","","true",""
"concurrent","MySQL","indexed","UNCAPTURED","1000","measured","1","","","","","update_out_of_range","2.351","1.806","SUCCESS","","true",""
"concurrent","MySQL","indexed","UNCAPTURED","1000","measured","2","","","","","update_out_of_range","2.592","2.191","SUCCESS","","true",""
"concurrent","MySQL","indexed","UNCAPTURED","1000","measured","3","","","","","update_out_of_range","2.354","1.717","SUCCESS","","true",""
"concurrent","MySQL","indexed","UNCAPTURED","1000","measured","1","","","","","insert_in_range","5.750","5.280","SUCCESS","","true",""
"concurrent","MySQL","indexed","UNCAPTURED","1000","measured","2","","","","","insert_in_range","3.564","2.892","SUCCESS","","true",""
"concurrent","MySQL","indexed","UNCAPTURED","1000","measured","3","","","","","insert_in_range","2.617","2.200","SUCCESS","","true",""
"probe_baseline","MySQL","unindexed","-","1000","measured","1","","","","","update_in_range","2.344","","SUCCESS","","",""
"probe_baseline","MySQL","unindexed","-","1000","measured","2","","","","","update_in_range","2.161","","SUCCESS","","",""
"probe_baseline","MySQL","unindexed","-","1000","measured","3","","","","","update_in_range","2.076","","SUCCESS","","",""
"probe_baseline","MySQL","unindexed","-","1000","measured","1","","","","","update_out_of_range","2.226","","SUCCESS","","",""
"probe_baseline","MySQL","unindexed","-","1000","measured","2","","","","","update_out_of_range","2.065","","SUCCESS","","",""
"probe_baseline","MySQL","unindexed","-","1000","measured","3","","","","","update_out_of_range","2.115","","SUCCESS","","",""
"probe_baseline","MySQL","unindexed","-","1000","measured","1","","","","","insert_in_range","2.506","","SUCCESS","","",""
"probe_baseline","MySQL","unindexed","-","1000","measured","2","","","","","insert_in_range","2.040","","SUCCESS","","",""
"probe_baseline","MySQL","unindexed","-","1000","measured","3","","","","","insert_in_range","1.371","","SUCCESS","","",""
"concurrent","MySQL","unindexed","UPDATE","1000","measured","1","","","","","update_in_range","17.654","16.888","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UPDATE","1000","measured","2","","","","","update_in_range","17.304","16.330","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UPDATE","1000","measured","3","","","","","update_in_range","17.179","16.097","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UPDATE","1000","measured","1","","","","","update_out_of_range","18.544","17.367","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UPDATE","1000","measured","2","","","","","update_out_of_range","18.450","17.425","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UPDATE","1000","measured","3","","","","","update_out_of_range","20.036","18.873","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UPDATE","1000","measured","1","","","","","insert_in_range","17.108","16.173","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UPDATE","1000","measured","2","","","","","insert_in_range","19.285","18.449","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UPDATE","1000","measured","3","","","","","insert_in_range","16.678","15.877","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UNCAPTURED","1000","measured","1","","","","","update_in_range","3.069","1.916","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UNCAPTURED","1000","measured","2","","","","","update_in_range","3.070","2.005","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UNCAPTURED","1000","measured","3","","","","","update_in_range","2.636","1.819","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UNCAPTURED","1000","measured","1","","","","","update_out_of_range","1.842","1.500","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UNCAPTURED","1000","measured","2","","","","","update_out_of_range","2.632","2.124","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UNCAPTURED","1000","measured","3","","","","","update_out_of_range","3.429","3.242","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UNCAPTURED","1000","measured","1","","","","","insert_in_range","2.658","2.072","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UNCAPTURED","1000","measured","2","","","","","insert_in_range","2.724","2.294","SUCCESS","","true",""
"concurrent","MySQL","unindexed","UNCAPTURED","1000","measured","3","","","","","insert_in_range","2.115","1.591","SUCCESS","","true",""
"probe_baseline","PostgreSQL","indexed","-","1000","measured","1","","","","","update_in_range","1.197","","SUCCESS","","",""
"probe_baseline","PostgreSQL","indexed","-","1000","measured","2","","","","","update_in_range","1.219","","SUCCESS","","",""
"probe_baseline","PostgreSQL","indexed","-","1000","measured","3","","","","","update_in_range","1.421","","SUCCESS","","",""
"probe_baseline","PostgreSQL","indexed","-","1000","measured","1","","","","","update_out_of_range","1.347","","SUCCESS","","",""
"probe_baseline","PostgreSQL","indexed","-","1000","measured","2","","","","","update_out_of_range","1.525","","SUCCESS","","",""
"probe_baseline","PostgreSQL","indexed","-","1000","measured","3","","","","","update_out_of_range","1.076","","SUCCESS","","",""
"probe_baseline","PostgreSQL","indexed","-","1000","measured","1","","","","","insert_in_range","1.319","","SUCCESS","","",""
"probe_baseline","PostgreSQL","indexed","-","1000","measured","2","","","","","insert_in_range","1.012","","SUCCESS","","",""
"probe_baseline","PostgreSQL","indexed","-","1000","measured","3","","","","","insert_in_range","1.084","","SUCCESS","","",""
"concurrent","PostgreSQL","indexed","UPDATE","1000","measured","1","","","","","update_in_range","52.922","51.828","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UPDATE","1000","measured","2","","","","","update_in_range","16.983","16.663","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UPDATE","1000","measured","3","","","","","update_in_range","17.005","16.711","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UPDATE","1000","measured","1","","","","","update_out_of_range","1.334","14.571","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UPDATE","1000","measured","2","","","","","update_out_of_range","1.615","16.030","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UPDATE","1000","measured","3","","","","","update_out_of_range","1.579","16.675","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UPDATE","1000","measured","1","","","","","insert_in_range","1.377","17.955","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UPDATE","1000","measured","2","","","","","insert_in_range","1.306","16.921","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UPDATE","1000","measured","3","","","","","insert_in_range","1.207","16.268","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UNCAPTURED","1000","measured","1","","","","","update_in_range","1.539","1.206","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UNCAPTURED","1000","measured","2","","","","","update_in_range","2.174","1.722","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UNCAPTURED","1000","measured","3","","","","","update_in_range","1.530","1.204","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UNCAPTURED","1000","measured","1","","","","","update_out_of_range","1.567","1.302","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UNCAPTURED","1000","measured","2","","","","","update_out_of_range","1.413","1.050","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UNCAPTURED","1000","measured","3","","","","","update_out_of_range","1.476","1.131","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UNCAPTURED","1000","measured","1","","","","","insert_in_range","1.272","1.010","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UNCAPTURED","1000","measured","2","","","","","insert_in_range","1.183","0.963","SUCCESS","","true",""
"concurrent","PostgreSQL","indexed","UNCAPTURED","1000","measured","3","","","","","insert_in_range","1.521","1.275","SUCCESS","","true",""
"probe_baseline","PostgreSQL","unindexed","-","1000","measured","1","","","","","update_in_range","1.269","","SUCCESS","","",""
"probe_baseline","PostgreSQL","unindexed","-","1000","measured","2","","","","","update_in_range","1.575","","SUCCESS","","",""
"probe_baseline","PostgreSQL","unindexed","-","1000","measured","3","","","","","update_in_range","2.638","","SUCCESS","","",""
"probe_baseline","PostgreSQL","unindexed","-","1000","measured","1","","","","","update_out_of_range","1.377","","SUCCESS","","",""
"probe_baseline","PostgreSQL","unindexed","-","1000","measured","2","","","","","update_out_of_range","1.428","","SUCCESS","","",""
"probe_baseline","PostgreSQL","unindexed","-","1000","measured","3","","","","","update_out_of_range","1.376","","SUCCESS","","",""
"probe_baseline","PostgreSQL","unindexed","-","1000","measured","1","","","","","insert_in_range","1.303","","SUCCESS","","",""
"probe_baseline","PostgreSQL","unindexed","-","1000","measured","2","","","","","insert_in_range","0.977","","SUCCESS","","",""
"probe_baseline","PostgreSQL","unindexed","-","1000","measured","3","","","","","insert_in_range","1.089","","SUCCESS","","",""
"concurrent","PostgreSQL","unindexed","UPDATE","1000","measured","1","","","","","update_in_range","22.404","21.973","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UPDATE","1000","measured","2","","","","","update_in_range","17.732","17.453","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UPDATE","1000","measured","3","","","","","update_in_range","17.286","16.834","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UPDATE","1000","measured","1","","","","","update_out_of_range","2.156","17.290","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UPDATE","1000","measured","2","","","","","update_out_of_range","1.655","16.317","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UPDATE","1000","measured","3","","","","","update_out_of_range","1.278","14.322","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UPDATE","1000","measured","1","","","","","insert_in_range","1.695","17.812","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UPDATE","1000","measured","2","","","","","insert_in_range","1.843","18.409","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UPDATE","1000","measured","3","","","","","insert_in_range","1.517","22.041","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UNCAPTURED","1000","measured","1","","","","","update_in_range","2.976","2.178","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UNCAPTURED","1000","measured","2","","","","","update_in_range","1.968","1.705","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UNCAPTURED","1000","measured","3","","","","","update_in_range","1.864","1.479","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UNCAPTURED","1000","measured","1","","","","","update_out_of_range","1.510","1.145","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UNCAPTURED","1000","measured","2","","","","","update_out_of_range","1.502","1.241","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UNCAPTURED","1000","measured","3","","","","","update_out_of_range","1.395","1.139","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UNCAPTURED","1000","measured","1","","","","","insert_in_range","1.745","1.256","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UNCAPTURED","1000","measured","2","","","","","insert_in_range","4.135","4.081","SUCCESS","","true",""
"concurrent","PostgreSQL","unindexed","UNCAPTURED","1000","measured","3","","","","","insert_in_range","1.858","1.671","SUCCESS","","true",""
