policy,delay_ms,interval_ms,intended_ms,snapshot_ms,blocked
QUEUE,0,1000,35000,35005,0
QUEUE,0,1000,36000,36006,0
QUEUE,0,1000,37000,37004,1
QUEUE,0,1000,38000,38002,1
QUEUE,0,1000,39000,39005,0
PARALLEL,0,1000,0,30,0
PARALLEL,0,1000,1000,1014,1
PARALLEL,0,1000,2000,2014,0
PARALLEL,0,1000,3000,3024,0
PARALLEL,0,1000,4000,4021,0
PARALLEL,0,1000,5000,5023,1
PARALLEL,0,1000,6000,6010,1
PARALLEL,0,1000,7000,7014,0
PARALLEL,0,1000,8000,8028,0
PARALLEL,0,1000,9000,9018,1
PARALLEL,0,1000,10000,10016,1
PARALLEL,0,1000,11000,11043,0
PARALLEL,0,1000,12000,12016,0
PARALLEL,0,1000,13000,13012,1
PARALLEL,0,1000,14000,14029,0
PARALLEL,0,1000,15000,15017,0
PARALLEL,0,1000,16000,16023,0
PARALLEL,0,1000,17000,17030,1
PARALLEL,0,1000,18000,18019,0
PARALLEL,0,1000,19000,19010,0
PARALLEL,0,1000,20000,20032,0
PARALLEL,0,1000,21000,21017,1
PARALLEL,0,1000,22000,22018,0
PARALLEL,0,1000,23000,23017,0
PARALLEL,0,1000,24000,24045,0
PARALLEL,0,1000,25000,25014,1
PARALLEL,0,1000,26000,26014,1
PARALLEL,0,1000,27000,27013,0
PARALLEL,0,1000,28000,28046,0
PARALLEL,0,1000,29000,29023,1
PARALLEL,0,1000,30000,30017,0
PARALLEL,0,1000,31000,31022,0
PARALLEL,0,1000,32000,32017,0
PARALLEL,0,1000,33000,33020,1
PARALLEL,0,1000,34000,34017,0
PARALLEL,0,1000,35000,35032,0
PARALLEL,0,1000,36000,36020,0
PARALLEL,0,1000,37000,37016,1
PARALLEL,0,1000,38000,38026,0
PARALLEL,0,1000,39000,39020,0
DELAY,0,2000,32,32,0
DELAY,0,2000,2043,2043,0
DELAY,0,2000,4056,4056,0
DELAY,0,2000,6066,6066,0
DELAY,0,2000,8078,8078,0
DELAY,0,2000,10093,10093,0
DELAY,0,2000,12099,12099,0
DELAY,0,2000,14101,14102,0
DELAY,0,2000,16107,16107,0
DELAY,0,2000,18115,18116,0
DELAY,0,2000,20120,20120,0
DELAY,0,2000,22133,22134,0
DELAY,0,2000,24143,24143,0
DELAY,0,2000,26147,26147,0
DELAY,0,2000,28155,28155,0
DELAY,0,2000,30165,30165,0
DELAY,0,2000,32173,32173,0
DELAY,0,2000,34179,34179,0
DELAY,0,2000,36187,36188,0
DELAY,0,2000,38193,38193,0
QUEUE,0,2000,0,45,0
QUEUE,0,2000,2000,2000,1
QUEUE,0,2000,4000,4007,0
QUEUE,0,2000,6000,6003,1
QUEUE,0,2000,8000,8001,0
QUEUE,0,2000,10000,10008,1
QUEUE,0,2000,12000,12003,0
QUEUE,0,2000,14000,14004,1
QUEUE,0,2000,16000,16004,0
QUEUE,0,2000,18000,18010,1
QUEUE,0,2000,20000,20000,0
QUEUE,0,2000,22000,22005,1
QUEUE,0,2000,24000,24003,0
QUEUE,0,2000,26000,26004,1
QUEUE,0,2000,28000,28001,0
QUEUE,0,2000,30000,30001,1
QUEUE,0,2000,32000,32008,0
QUEUE,0,2000,34000,34001,1
QUEUE,0,2000,36000,36005,0
QUEUE,0,2000,38000,38002,0
PARALLEL,0,2000,0,33,0
PARALLEL,0,2000,2000,2025,0
PARALLEL,0,2000,4000,4016,0
PARALLEL,0,2000,6000,6028,0
PARALLEL,0,2000,8000,8036,0
PARALLEL,0,2000,10000,10029,0
PARALLEL,0,2000,12000,12024,0
PARALLEL,0,2000,14000,14042,0
PARALLEL,0,2000,16000,16022,0
PARALLEL,0,2000,18000,18028,0
PARALLEL,0,2000,20000,20025,0
PARALLEL,0,2000,22000,22020,0
PARALLEL,0,2000,24000,24035,0
PARALLEL,0,2000,26000,26027,0
PARALLEL,0,2000,28000,28018,0
PARALLEL,0,2000,30000,30046,0
PARALLEL,0,2000,32000,32013,0
PARALLEL,0,2000,34000,34030,0
PARALLEL,0,2000,36000,36011,0
PARALLEL,0,2000,38000,38034,0
DELAY,0,4000,29,29,0
DELAY,0,4000,4035,4035,0
DELAY,0,4000,8052,8052,0
DELAY,0,4000,12065,12065,0
DELAY,0,4000,16077,16078,0
DELAY,0,4000,20092,20092,0
DELAY,0,4000,24105,24106,0
DELAY,0,4000,28117,28117,0
DELAY,0,4000,32130,32131,0
DELAY,0,4000,36134,36135,0
QUEUE,0,4000,0,27,0
QUEUE,0,4000,4000,4006,0
QUEUE,0,4000,8000,8002,0
QUEUE,0,4000,12000,12010,0
QUEUE,0,4000,16000,16000,0
QUEUE,0,4000,20000,20001,0
QUEUE,0,4000,24000,24002,0
QUEUE,0,4000,28000,28000,0
QUEUE,0,4000,32000,32005,0
QUEUE,0,4000,36000,36000,0
PARALLEL,0,4000,0,34,0
PARALLEL,0,4000,4000,4065,0
PARALLEL,0,4000,8000,8036,0
PARALLEL,0,4000,12000,12049,0
PARALLEL,0,4000,16000,16047,0
PARALLEL,0,4000,20000,20036,0
PARALLEL,0,4000,24000,24045,0
PARALLEL,0,4000,28000,28051,0
PARALLEL,0,4000,32000,32033,0
PARALLEL,0,4000,36000,36028,0
